time,BlockSpeed,Resultantforce,Distance,Extra info->,30.0,100.0,4.98
8.6,42.828,498.0,184.695747
8.625,42.9525,498.0,185.76956
8.65,43.077,498.0,186.846485
8.675,43.2015,498.0,187.926523
8.7,43.326,498.0,189.009673
8.725,43.4505,498.0,190.095935
8.75,43.575,498.0,191.18531
8.775,43.6995,498.0,192.277797
8.8,43.824,498.0,193.373397
8.825,43.9485,498.0,194.47211
8.85,44.073,498.0,195.573935
8.875,44.1975,498.0,196.678873
8.9,44.322,498.0,197.786923
8.925,44.4465,498.0,198.898086
8.95,44.571,498.0,200.012361
8.975,44.6955,498.0,201.129749
9.0,44.82,498.0,202.250249
9.025,44.9445,498.0,203.373862
9.05,45.069,498.0,204.500587
9.075,45.1935,498.0,205.630425
9.1,45.318,498.0,206.763375
9.125,45.4425,498.0,207.899438
9.15,45.567,498.0,209.038613
9.175,45.6915,498.0,210.180901
9.2,45.816,498.0,211.326301
9.225,45.9405,498.0,212.474814
9.25,46.065,498.0,213.626439
9.275,46.1895,498.0,214.781177
9.3,46.314,498.0,215.939027
9.325,46.4385,498.0,217.09999
9.35,46.563,498.0,218.264065
9.375,46.6875,498.0,219.431252
9.4,46.812,498.0,220.601552
9.425,46.9365,498.0,221.774965
9.45,47.061,498.0,222.95149
9.475,47.1855,498.0,224.131128
9.5,47.31,498.0,225.313878
9.525,47.4345,498.0,226.499741
9.55,47.559,498.0,227.688716
9.575,47.6835,498.0,228.880804
9.6,47.808,498.0,230.076004
9.625,47.9325,498.0,231.274316
9.65,48.057,498.0,232.475741
9.675,48.1815,498.0,233.680278
9.7,48.306,498.0,234.887928
9.725,48.4305,498.0,236.09869
9.75,48.555,498.0,237.312565
9.775,48.6795,498.0,238.529552
9.8,48.804,498.0,239.749652
9.825,48.9285,498.0,240.972864
9.85,49.053,498.0,242.199189
9.875,49.1775,498.0,243.428626
9.9,49.302,498.0,244.661176
9.925,49.4265,498.0,245.896839
9.95,49.551,498.0,247.135614
9.975,49.6755,498.0,248.377501
10.0,49.8,498.0,249.622501
10.025,49.9245,498.0,250.870613
10.05,50.049,498.0,252.121838
10.075,50.1735,498.0,253.376175
10.1,50.298,498.0,254.633625
10.125,50.4225,498.0,255.894187
10.15,50.547,498.0,257.157862
10.175,50.6715,498.0,258.42465
10.2,50.796,498.0,259.69455
10.225,50.9205,498.0,260.967562
10.25,51.045,498.0,262.243687
10.275,51.1695,498.0,263.522925
10.3,51.294,498.0,264.805275
10.325,51.4185,498.0,266.090737
10.35,51.543,498.0,267.379312
10.375,51.6675,498.0,268.671
10.4,51.792,498.0,269.9658
10.425,51.9165,498.0,271.263712
10.45,52.041,498.0,272.564737
10.475,52.1655,498.0,273.868875
10.5,52.29,498.0,275.176125
10.525,52.4145,498.0,276.486488
10.55,52.539,498.0,277.799963
10.575,52.6635,498.0,279.116551
10.6,52.788,498.0,280.436251
10.625,52.9125,498.0,281.759064
10.65,53.037,498.0,283.084989
10.675,53.1615,498.0,284.414027
10.7,53.286,498.0,285.746177
10.725,53.4105,498.0,287.081439
10.75,53.535,498.0,288.419814
10.775,53.6595,498.0,289.761302
10.8,53.784,498.0,291.105902
10.825,53.9085,498.0,292.453615
10.85,54.033,498.0,293.80444
10.875,54.1575,498.0,295.158377
10.9,54.282,498.0,296.515427
10.925,54.4065,498.0,297.875589
10.95,54.531,498.0,299.238864
10.975,54.6555,498.0,300.605251
